# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=100
# for k=1.045e-05 to 208.72 h/Mpc,
# number of wavenumbers equal to 135
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_tot                  7:phi                    8:psi                    9:t_g                   10:t_b                   11:t_cdm                 12:t_ur                  13:t_tot              
       2.186490202307e-01      -1.180627346141e-01      -1.963705911269e+02      -2.812966438055e+02      -1.179983296042e-01      -2.604339055712e+02       2.949958240106e-02       2.949958240106e-02      -4.624889053670e-06       3.244928440222e-01       3.396803153578e-01      -4.520017835599e-06       3.244929827672e-01 
       2.259613059969e-01      -1.120475626242e-01      -1.952447823252e+02      -2.858020571974e+02      -1.119866149341e-01      -2.639632331099e+02       2.799665373352e-02       2.799665373352e-02      -4.397486593513e-06       3.279567083698e-01       3.444538732933e-01      -4.298507033912e-06       3.288899786727e-01 
       2.335188188673e-01      -1.068752118347e-01      -1.987559460787e+02      -2.911759827575e+02      -1.068170439944e-01      -2.689022721958e+02       2.670426099860e-02       2.670426099860e-02      -4.189399184812e-06       3.342856060193e-01       3.508734396780e-01      -4.094883896351e-06       3.350517546186e-01 
       2.413304118541e-01      -1.025028296784e-01      -2.071203902082e+02      -2.976155895493e+02      -1.024468426566e-01      -2.754453843445e+02       2.561171066415e-02       2.561171066415e-02      -4.003744780336e-06       3.436382976220e-01       3.592179661639e-01      -3.912476112668e-06       3.432287596288e-01 
       2.494055832844e-01      -9.857530338077e-02      -2.178919733739e+02      -3.047390498971e+02      -9.852122492534e-02      -2.829115760974e+02       2.463030623133e-02       2.463030623133e-02      -3.835912692066e-06       3.545076485751e-01       3.687098909327e-01      -3.747403278277e-06       3.525644493307e-01 
       2.577545983082e-01      -9.462678006790e-02      -2.271588087359e+02      -3.117544869603e+02      -9.457472778109e-02      -2.900630019791e+02       2.364368194527e-02       2.364368194527e-02      -3.675901224125e-06       3.644525420431e-01       3.778712779458e-01      -3.590500666273e-06       3.614937939149e-01 
       2.663886295520e-01      -9.037402184099e-02      -2.319225922629e+02      -3.179809518402e+02      -9.032432730181e-02      -2.958901502876e+02       2.258108182545e-02       2.258108182545e-02      -3.514627062281e-06       3.716451357749e-01       3.854858652445e-01      -3.433121952578e-06       3.687558037568e-01 
       2.753199203806e-01      -8.584855458500e-02      -2.320753356057e+02      -3.232437525885e+02      -8.580148512265e-02      -3.002333862031e+02       2.145037128066e-02       2.145037128066e-02      -3.348601362502e-06       3.760136908812e-01       3.913194310081e-01      -3.271603594391e-06       3.741493512254e-01 
       2.845619752242e-01      -8.136283382168e-02      -2.306876507765e+02      -3.280565878576e+02      -8.131836981751e-02      -3.039757848402e+02       2.032959245438e-02       2.032959245438e-02      -3.182597657796e-06       3.794479854287e-01       3.963896701829e-01      -3.110078354415e-06       3.787831833396e-01 
       2.941297827465e-01      -7.729558899661e-02      -2.319912825027e+02      -3.333548702509e+02      -7.725340133246e-02      -3.085210806342e+02       1.931335033311e-02       1.931335033311e-02      -3.025858162855e-06       3.846393826033e-01       4.024049508254e-01      -2.957131231529e-06       3.844469414163e-01 
       3.040400793718e-01      -7.376636441347e-02      -2.380168822805e+02      -3.396587180730e+02      -7.372604326351e-02      -3.146013613886e+02       1.843151081588e-02       1.843151081588e-02      -2.883078031620e-06       3.928117572782e-01       4.102562582401e-01      -2.817302880515e-06       3.920472430299e-01 
       3.143116630141e-01      -7.058501846418e-02      -2.469292785058e+02      -3.466958085043e+02      -7.054633243545e-02      -3.217173316690e+02       1.763658310886e-02       1.763658310886e-02      -2.752124481077e-06       4.027767365369e-01       4.193626945229e-01      -2.688862340400e-06       4.009348937704e-01 
       3.249657699694e-01      -6.744460725263e-02      -2.545909811940e+02      -3.536709575478e+02      -6.740758764411e-02      -3.285945392174e+02       1.685189691103e-02       1.685189691103e-02      -2.627255869155e-06       4.119987819548e-01       4.282285945949e-01      -2.566637583610e-06       4.095163960218e-01 
       3.360265321630e-01      -6.416051729961e-02      -2.582141036979e+02      -3.598856950730e+02      -6.412532910551e-02      -3.342407061537e+02       1.603133227638e-02       1.603133227638e-02      -2.502066774978e-06       4.187291530460e-01       4.356312425939e-01      -2.444490017574e-06       4.165372840529e-01 
       3.475215377466e-01      -6.084559842462e-02      -2.591768135329e+02      -3.655369099339e+02      -6.081229384284e-02      -3.390245354090e+02       1.520307346071e-02       1.520307346071e-02      -2.377324789564e-06       4.238937316843e-01       4.420039788289e-01      -2.322927251826e-06       4.224877060266e-01 
       3.594825261125e-01      -5.773053312671e-02      -2.614684666558e+02      -3.714054173515e+02      -5.769896333516e-02      -3.441864243890e+02       1.442474083379e-02       1.442474083379e-02      -2.257189452829e-06       4.299491226955e-01       4.488061547795e-01      -2.205669526282e-06       4.289198853671e-01 
       3.719462597760e-01      -5.492640460672e-02      -2.673792508004e+02      -3.780892615746e+02      -5.489634052370e-02      -3.505614275402e+02       1.372408513093e-02       1.372408513093e-02      -2.145568675007e-06       4.383266864113e-01       4.570660010046e-01      -2.096464779277e-06       4.368829149631e-01 
       3.849556318996e-01      -5.229684689100e-02      -2.748020297204e+02      -3.852325350237e+02      -5.226818282062e-02      -3.575407712250e+02       1.306704570516e-02       1.306704570516e-02      -2.040490710235e-06       4.476601613297e-01       4.660603058028e-01      -1.993615153223e-06       4.455854083382e-01 
       3.985610920192e-01      -4.966659602019e-02      -2.801397869291e+02      -3.921109577394e+02      -4.963937128815e-02      -3.639894195806e+02       1.240984282204e-02       1.240984282204e-02      -1.938164315496e-06       4.557667348294e-01       4.744509917881e-01      -1.893639142417e-06       4.536144983982e-01 
       4.128225078707e-01      -4.702794433645e-02      -2.831102942324e+02      -3.985853876706e+02      -4.700219157378e-02      -3.697507416295e+02       1.175054789345e-02       1.175054789345e-02      -1.837129648998e-06       4.625301113777e-01       4.820414036952e-01      -1.795049770141e-06       4.607929728985e-01 
       4.278116347586e-01      -4.450787650221e-02      -2.868891085214e+02      -4.052621979299e+02      -4.448351417308e-02      -3.757996545878e+02       1.112087854327e-02       1.112087854327e-02      -1.739344058736e-06       4.699087601832e-01       4.899730579457e-01      -1.699551616086e-06       4.683404838724e-01 
       4.436154468712e-01      -4.214889913074e-02      -2.930245077546e+02      -4.125109552367e+02      -4.212581351581e-02      -3.826721753931e+02       1.053145337895e-02       1.053145337895e-02      -1.646085987802e-06       4.787890035024e-01       4.988715355079e-01      -1.608357320381e-06       4.768976080372e-01 
       4.603407166648e-01      -3.987152727372e-02      -2.992705980584e+02      -4.200527364710e+02      -3.984967996089e-02      -3.898018832088e+02       9.962419990224e-03       9.962419990224e-03      -1.556834609337e-06       4.879171766452e-01       5.081376845069e-01      -1.521116263718e-06       4.857905915338e-01 
       4.781204433006e-01      -3.760161345652e-02      -3.038197183293e+02      -4.274367393209e+02      -3.758101864568e-02      -3.965470993059e+02       9.395254661421e-03       9.395254661421e-03      -1.468990218395e-06       4.961601008977e-01       5.169724503661e-01      -1.435332526349e-06       4.942010651148e-01 
       4.971230923704e-01      -3.539161516231e-02      -3.087218335807e+02      -4.350149971153e+02      -3.537223453805e-02      -4.035048245571e+02       8.843058634513e-03       8.843058634513e-03      -1.382831051744e-06       5.047601794310e-01       5.260510367517e-01      -1.351163237406e-06       5.028629463785e-01 
       5.175662374722e-01      -3.327500796372e-02      -3.152012875298e+02      -4.432179898562e+02      -3.325677994453e-02      -4.112124110200e+02       8.314194986132e-03       8.314194986132e-03      -1.299811195977e-06       5.145892584716e-01       5.360746903122e-01      -1.270017144685e-06       5.124761834327e-01 
       5.397373296645e-01      -3.117943660690e-02      -3.211646276517e+02      -4.516551675611e+02      -3.116235744614e-02      -4.190347036985e+02       7.790589361534e-03       7.790589361534e-03      -1.218130817585e-06       5.243494478123e-01       5.462744953628e-01      -1.190215940438e-06       5.222224016150e-01 
       5.640264636752e-01      -2.910556286818e-02      -3.271181442328e+02      -4.604610929983e+02      -2.908962176915e-02      -4.271582389285e+02       7.272405442287e-03       7.272405442287e-03      -1.137302025909e-06       5.344494445299e-01       5.568788430357e-01      -1.111250291114e-06       5.323481331842e-01 
       5.909802579993e-01      -2.706318764815e-02      -3.342011591422e+02      -4.699991157406e+02      -2.704836288155e-02      -4.360524840410e+02       6.762090720389e-03       6.762090720389e-03      -1.057415672577e-06       5.456613352999e-01       5.684598250629e-01      -1.033184926358e-06       5.434334610941e-01 
       6.213948734500e-01      -2.500884958774e-02      -3.412954093983e+02      -4.802014703315e+02      -2.499515123632e-02      -4.454937901116e+02       6.248787809081e-03       6.248787809081e-03      -9.772957596694e-07       5.574334485995e-01       5.807755787437e-01      -9.549077176910e-07       5.551996218422e-01 
       6.564860870890e-01      -2.293464014843e-02      -3.494309392544e+02      -4.914944635160e+02      -2.292207717657e-02      -4.559868889724e+02       5.730519294143e-03       5.730519294143e-03      -8.962648185981e-07       5.706013766580e-01       5.944529093503e-01      -8.757312836201e-07       5.682806381620e-01 
       6.982219281722e-01      -2.079830216407e-02      -3.584079574673e+02      -5.041951680038e+02      -2.078690966074e-02      -4.677620572600e+02       5.196727415186e-03       5.196727415186e-03      -8.128519384932e-07       5.853228958992e-01       6.098035935051e-01      -7.942318288979e-07       5.829535035969e-01 
       7.500251855384e-01      -1.855665183087e-02      -3.690227478498e+02      -5.190733107631e+02      -1.854648700924e-02      -4.815708294316e+02       4.636621752311e-03       4.636621752311e-03      -7.252944111641e-07       6.026162400852e-01       6.278040751485e-01      -7.086805355678e-07       6.001637213871e-01 
       8.183767175634e-01      -1.613463370295e-02      -3.820167826839e+02      -5.373279733608e+02      -1.612579548566e-02      -4.985089759003e+02       4.031448871416e-03       4.031448871416e-03      -6.306865324731e-07       6.238218430981e-01       6.498850411256e-01      -6.162407555969e-07       6.212741005083e-01 
       9.166038834354e-01      -1.343451096687e-02      -3.990433097624e+02      -5.612479622300e+02      -1.342715171931e-02      -5.207038519624e+02       3.356787929827e-03       3.356787929827e-03      -5.252011207452e-07       6.516076391639e-01       6.788188558210e-01      -5.131725159186e-07       6.489359583743e-01 
       1.071913675340e+00      -1.040800605226e-02      -4.228080627873e+02      -5.946383601768e+02      -1.040230459465e-02      -5.516857123470e+02       2.600576148662e-03       2.600576148662e-03      -4.069406606661e-07       6.903906291397e-01       7.192057640630e-01      -3.976215544456e-07       6.875472014201e-01 
       1.319167460364e+00      -7.390218831993e-03      -4.547125680095e+02      -6.394671814774e+02      -7.386170435795e-03      -5.932807547066e+02       1.846542608949e-03       1.846542608949e-03      -2.889975448697e-07       7.424585778774e-01       7.734283483677e-01      -2.823802775814e-07       7.393856287329e-01 
       1.657963895220e+00      -5.044435003634e-03      -4.903025228251e+02      -6.894783091512e+02      -5.041671599885e-03      -6.396838837076e+02       1.260417899971e-03       1.260417899971e-03      -1.972966829412e-07       8.005414742720e-01       8.339169705875e-01      -1.927797188157e-07       7.972142637755e-01 
       2.087200211132e+00      -3.418297125589e-03      -5.265710487163e+02      -7.404450774932e+02      -3.416424521493e-03      -6.869735061072e+02       8.541061303732e-04       8.541061303732e-04      -1.337160270628e-07       8.597328915163e-01       8.955622826029e-01      -1.306550931316e-07       8.561483997704e-01 
       2.627629188978e+00      -2.306715589152e-03      -5.631906182852e+02      -7.919087340204e+02      -2.305451922224e-03      -7.347237997659e+02       5.763629805561e-04       5.763629805561e-04      -9.024655544490e-08       9.194965930453e-01       9.578070209982e-01      -8.818095863271e-08       9.156551101802e-01 
       3.307989158674e+00      -1.550799702597e-03      -6.001060598779e+02      -8.437914545845e+02      -1.549950141801e-03      -7.828625821200e+02       3.874875354502e-04       3.874875354502e-04      -6.068169930622e-08       9.797425400010e-01       1.020558841225e+00      -5.929298808146e-08       9.756459081133e-01 
       4.164511613794e+00      -1.039071651492e-03      -6.372727222852e+02      -8.960332407653e+02      -1.038502429841e-03      -8.313338864112e+02       2.596256074603e-04       2.596256074603e-04      -4.066485886487e-08       1.040396566018e+00       1.083743708055e+00      -3.973438697433e-08       1.036049556497e+00 
       5.242809498317e+00      -6.940529954670e-04      -6.746460014245e+02      -9.485730004620e+02      -6.936727873033e-04      -8.800808560996e+02       1.734181968258e-04       1.734181968258e-04      -2.716777806568e-08       1.101384432334e+00       1.147289024776e+00      -2.654626847612e-08       1.096795977130e+00 
       6.600306106627e+00      -4.622989467099e-04      -7.122038851470e+02      -1.001385169745e+03      -4.620457033133e-04      -9.290791960466e+02       1.155114258283e-04       1.155114258283e-04      -1.810085277084e-08       1.162667737962e+00       1.211163302219e+00      -1.768688203596e-08       1.157853850674e+00 
       8.309293083253e+00      -3.071293044015e-04      -7.498824322237e+02      -1.054389328953e+03      -3.069610707212e-04      -9.782532788558e+02       7.674026768031e-05       7.674026768031e-05      -1.202978129431e-08       1.224138148792e+00       1.275267475686e+00      -1.175476987099e-08       1.219126503060e+00 
       1.046078021655e+01      -2.035588059316e-04      -7.876639355755e+02      -1.107573785079e+03      -2.034473142412e-04      -1.027590844163e+03       5.086182856029e-05       5.086182856029e-05      -7.977399720853e-09       1.285760203966e+00       1.339587417571e+00      -7.795140872796e-09       1.280597169578e+00 
       1.316934204181e+01      -1.346232938440e-04      -8.255303873338e+02      -1.160934922793e+03      -1.345495697745e-04      -1.077086217894e+03       3.363739244363e-05       3.363739244363e-05      -5.280160487574e-09       1.347493776146e+00       1.404118828664e+00      -5.159638247021e-09       1.342256382760e+00 
       1.657921935305e+01      -8.884944939628e-05      -8.633807434724e+02      -1.214371290313e+03      -8.880080400225e-05      -1.126640932769e+03       2.220020100056e-05       2.220020100056e-05      -3.489224044691e-09       1.409156334980e+00       1.468733360305e+00      -3.409696608221e-09       1.403972615188e+00 
       2.087200055126e+01      -5.853574878129e-05      -9.012830694788e+02      -1.268034837521e+03      -5.850371228152e-05      -1.176389956249e+03       1.462592807038e-05       1.462592807038e-05      -2.303282381512e-09       1.470830024297e+00       1.533617988451e+00      -2.250904653167e-09       1.465910126237e+00 
       2.627629188896e+01      -3.849468905959e-05      -9.390019456969e+02      -1.321702538139e+03      -3.847363358599e-05      -1.226114826860e+03       9.618408396497e-06       9.618408396497e-06      -1.519358266444e-09       1.532083379829e+00       1.598489187216e+00      -1.484930626241e-09       1.527774163979e+00 
       3.307989158674e+01      -2.527366407154e-05      -9.764590503079e+02      -1.375427996402e+03      -2.525985324228e-05      -1.275847782459e+03       6.314963310570e-06       6.314963310570e-06      -1.002349920374e-09       1.592711371027e+00       1.663404804170e+00      -9.797646472005e-10       1.589581253346e+00 
       4.164511613794e+01      -1.656724700725e-05      -1.013419827739e+03      -1.429153745254e+03      -1.655820745587e-05      -1.325506404893e+03       4.139551863968e-06       4.139551863968e-06      -6.620359889116e-10       1.652205654126e+00       1.728277761737e+00      -6.472499533888e-10       1.651184938329e+00 
       5.242809498317e+01      -1.084449016954e-05      -1.049632012895e+03      -1.482963561106e+03      -1.083858725400e-05      -1.375121566957e+03       2.709646813499e-06       2.709646813499e-06      -4.384991812845e-10       1.709950903028e+00       1.793187336394e+00      -4.288402881972e-10       1.712558108588e+00 
       6.600306106627e+01      -7.088099934806e-06      -1.084495522049e+03      -1.536733654306e+03      -7.084256324039e-06      -1.424501484327e+03       1.771064081010e-06       1.771064081010e-06      -2.919179040604e-10       1.764640436467e+00       1.857937222147e+00      -2.856250881616e-10       1.773346684206e+00 
       8.309293083253e+01      -4.626017372977e-06      -1.117149288648e+03      -1.590411287606e+03      -4.623523903782e-06      -1.473473490112e+03       1.155880975946e-06       1.155880975946e-06      -1.959782274925e-10       1.814347408285e+00       1.922394408538e+00      -1.918922767175e-10       1.833155760334e+00 
       1.046078021655e+02      -3.014618226614e-06      -1.146276456559e+03      -1.644001402495e+03      -3.013008743583e-06      -1.521843786749e+03       7.532521858958e-07       7.532521858958e-07      -1.333021028940e-10       1.856103660296e+00       1.986456113469e+00      -1.306610754190e-10       1.891460044791e+00 
       1.316934204181e+02      -1.961290641983e-06      -1.169719315159e+03      -1.697419673855e+03      -1.960259240370e-06      -1.569218958325e+03       4.900648100926e-07       4.900648100926e-07      -9.241189698010e-11       1.885135851271e+00       2.049843506241e+00      -9.071585801033e-11       1.947322450907e+00 
       1.657921935305e+02      -1.273556552235e-06      -1.184100910711e+03      -1.750522375663e+03      -1.272902684751e-06      -1.614973636420e+03       3.182256711877e-07       3.182256711877e-07      -6.573645119559e-11       1.894100570420e+00       2.112104436999e+00      -6.465776669315e-11       1.999282487387e+00 
       2.087200055126e+02      -8.250218160004e-07      -1.184280989577e+03      -1.803072710331e+03      -8.246140352245e-07      -1.658141115375e+03       2.061535088061e-07       2.061535088061e-07      -4.826996799294e-11       1.872136746683e+00       2.172522517539e+00      -4.759406808861e-11       2.045141310308e+00 
